gid,teamAbbr,playDispNm,minutes,points,assists,turnovers,steals,blocks,fouls,fga,fgm,threepa,threepm,fta,ftm,rebounds
43105MIL,TOR,Lucas Nogueira,18,5,2,0,0,3,4,2,2,0,0,1,1,4
43105MIL,TOR,C.J. Miles,17,11,0,0,0,0,1,8,3,6,2,3,3,0
43105MIL,TOR,Jakob PÌ_ltl,9,2,0,1,0,0,5,2,1,0,0,0,0,3
43105MIL,TOR,Norman Powell,6,0,1,0,0,0,0,4,0,1,0,0,0,1
43105MIL,MIL,Giannis Antetokounmpo,34,24,5,2,2,0,1,14,9,0,0,9,6,5
43105MIL,MIL,Khris Middleton,30,11,7,1,1,0,4,10,4,2,1,2,2,2
43105MIL,MIL,Eric Bledsoe,28,17,2,3,1,1,2,12,7,3,1,3,2,1
43105MIL,MIL,Tony Snell,23,4,0,1,0,0,2,4,0,1,0,6,4,2
43105MIL,MIL,John Henson,17,6,0,1,0,0,3,4,3,0,0,1,0,2
43105MIL,MIL,Malcolm Brogdon,30,19,3,1,0,0,4,13,7,3,3,3,2,2
43105MIL,MIL,Thon Maker,26,10,1,0,0,3,3,8,5,1,0,0,0,8
43105MIL,MIL,Matthew Dellavedova,21,10,7,1,0,0,0,6,3,4,1,3,3,0
43105MIL,MIL,DeAndre Liggins,12,0,1,0,0,0,1,0,0,0,0,0,0,4
43105MIL,MIL,Sterling Brown,7,6,0,1,0,0,0,3,2,0,0,2,2,1
43105MIL,MIL,Sean Kilpatrick,6,3,0,0,0,0,1,2,1,2,1,0,0,0
43105MIL,MIL,Jason Terry,5,0,0,0,0,0,2,1,0,1,0,0,0,1
43105DAL,CHI,Justin Holiday,37,23,0,1,0,0,4,7,5,6,5,8,8,3
43105DAL,CHI,Lauri Markkanen,32,16,1,1,1,1,0,9,6,5,3,1,1,9
43105DAL,CHI,Kris Dunn,32,32,9,4,4,0,3,17,12,5,4,5,4,2
43105DAL,CHI,Denzel Valentine,23,2,4,1,1,0,1,3,0,3,0,2,2,5
43105DAL,CHI,Robin Lopez,22,12,2,3,0,1,0,10,6,0,0,2,0,3
43105DAL,CHI,Nikola Miroti€à,23,11,3,4,1,1,1,9,3,3,1,4,4,10
43105DAL,CHI,David Nwaba,22,13,0,3,0,0,4,9,6,0,0,3,1,2
43105DAL,CHI,Bobby Portis,20,8,4,1,2,0,1,6,4,0,0,0,0,5
43105DAL,CHI,Jerian Grant,16,8,2,0,0,0,0,6,1,5,1,6,5,0
43105DAL,CHI,Paul Zipser,14,2,0,0,0,0,5,2,1,1,0,0,0,3
43105DAL,DAL,Wesley Matthews,36,24,3,1,1,0,1,14,7,9,5,5,5,4
43105DAL,DAL,Harrison Barnes,35,23,4,1,1,0,1,21,10,6,1,2,2,7
43105DAL,DAL,Dennis Smith,26,15,7,5,3,0,1,12,6,4,2,5,1,2
43105DAL,DAL,Dirk Nowitzki,23,19,2,0,1,0,4,11,8,3,3,0,0,3
43105DAL,DAL,Maxi Kleber,23,8,3,0,0,0,3,7,4,1,0,0,0,3
43105DAL,DAL,Dwight Powell,27,13,1,1,3,0,6,6,6,0,0,1,1,2
43105DAL,DAL,Jose Barea,22,11,9,1,1,0,3,10,4,3,1,2,2,2
43105DAL,DAL,Yogi Ferrell,21,6,2,1,0,0,4,5,2,4,2,0,0,6
43105DAL,DAL,Devin Harris,16,5,2,2,0,0,1,6,2,2,0,2,1,1
43105DAL,DAL,Salah Mejri,10,0,0,1,1,2,0,0,0,0,0,0,0,4
43105SA,PHO,Devin Booker,35,21,4,6,1,0,4,17,8,6,3,2,2,5
43105SA,PHO,Tyler Ulis,35,8,6,3,3,0,2,8,2,5,0,4,4,1
43105SA,PHO,Marquese Chriss,32,12,1,4,2,1,3,17,6,5,0,0,0,7
43105SA,PHO,Tyson Chandler,26,3,0,3,0,0,2,2,1,0,0,2,1,12
43105SA,PHO,Josh Jackson,22,11,2,3,1,1,5,8,4,1,1,3,2,5
43105SA,PHO,Troy Daniels,31,10,3,1,2,0,2,10,4,6,1,2,1,2
43105SA,PHO,Dragan Bender,23,5,4,2,1,0,3,7,2,5,1,0,0,3
43105SA,PHO,Danuel House,21,9,2,0,1,0,1,9,3,2,1,2,2,6
43105SA,PHO,Alex Len,15,10,0,1,0,0,1,5,5,0,0,3,0,5
43105SA,SA,Bryn Forbes,32,16,1,2,3,0,3,16,7,6,2,2,0,3
43105SA,SA,Kawhi Leonard,29,21,3,1,4,3,0,19,9,6,1,4,2,3
43105SA,SA,Tony Parker,27,4,7,3,0,0,0,4,2,0,0,0,0,2
43105SA,SA,Kyle Anderson,26,4,2,0,3,1,1,4,1,1,1,2,1,5
43105SA,SA,Pau Gasol,25,15,0,2,0,0,3,8,6,3,2,2,1,7
43105SA,SA,D€Åvis Bert€Åns,27,12,1,1,0,1,2,12,5,6,2,0,0,7
43105SA,SA,Manu GinÌ_bili,19,21,3,1,2,1,3,10,7,4,3,4,4,1
43105SA,SA,Patrick Mills,18,2,1,1,0,0,0,6,1,4,0,0,0,2
43105SA,SA,Joffrey Lauvergne,15,3,1,2,0,0,0,4,1,0,0,2,1,6
43105SA,SA,Brandon Paul,10,4,2,0,3,0,1,2,2,0,0,0,0,3
43105SA,SA,Dejounte Murray,8,1,0,1,0,0,2,2,0,0,0,2,1,3
43105SA,SA,Derrick White,3,0,0,1,0,0,1,0,0,0,0,0,0,2
43105DEN,UTA,Donovan Mitchell,36,15,5,1,1,1,1,13,6,6,3,1,0,7
43105DEN,UTA,Derrick Favors,34,14,1,2,0,3,2,10,6,0,0,3,2,10
43105DEN,UTA,Joe Ingles,32,9,9,4,2,0,4,7,4,3,1,0,0,6
43105DEN,UTA,Ricky Rubio,23,15,2,2,1,0,2,9,6,6,3,0,0,5
43105DEN,UTA,Thabo Sefolosha,21,10,1,1,2,1,2,11,4,4,1,2,1,5
43105DEN,UTA,Rodney Hood,31,12,3,3,1,0,4,9,5,5,2,0,0,4
43105DEN,UTA,Joe Johnson,24,5,3,2,0,0,0,9,2,3,1,0,0,7
43105DEN,UTA,Alec Burks,20,6,1,1,0,0,0,10,3,3,0,0,0,3
43105DEN,UTA,Ekpe Udoh,12,2,1,0,0,0,1,2,1,0,0,0,0,4
43105DEN,UTA,Royce O'Neale,8,3,0,1,0,0,0,4,1,3,1,0,0,2
43105DEN,DEN,Gary Harris,37,13,2,3,3,0,2,14,6,6,1,1,0,0
43105DEN,DEN,Wilson Chandler,33,3,2,2,0,0,0,5,1,2,0,1,1,2
43105DEN,DEN,Jamal Murray,33,26,3,1,0,0,2,13,9,7,6,2,2,6
43105DEN,DEN,Nikola Joki€à,32,8,4,2,1,0,3,13,3,4,1,2,1,10
43105DEN,DEN,Mason Plumlee,17,9,3,1,1,1,1,4,4,0,0,2,1,5
43105DEN,DEN,Will Barton,33,12,8,1,0,0,1,15,5,5,2,0,0,3
43105DEN,DEN,Trey Lyles,28,26,1,0,2,0,1,17,9,8,4,5,4,7
43105DEN,DEN,Malik Beasley,17,2,1,0,2,0,1,4,1,2,0,0,0,3
43105DEN,DEN,Torrey Craig,10,0,0,0,0,0,0,1,0,1,0,2,0,1
43105MEM,WAS,Bradley Beal,38,34,5,0,1,0,1,18,9,10,5,11,11,5
43105MEM,WAS,John Wall,36,25,9,4,4,1,0,16,8,5,3,8,6,3
43105MEM,WAS,Markieff Morris,32,12,0,0,0,2,4,12,5,2,0,2,2,17
43105MEM,WAS,Marcin Gortat,27,8,1,0,0,2,5,12,3,0,0,4,2,5
43105MEM,WAS,Otto Porter,27,2,0,1,1,0,3,6,1,2,0,0,0,5
43105MEM,WAS,TomÌÁÅÁ SatoranskÌ_,20,1,3,0,1,1,0,3,0,1,0,2,1,2
43105MEM,WAS,Mike Scott,18,10,0,4,0,0,3,6,4,4,2,0,0,1
43105MEM,WAS,Ian Mahinmi,17,4,2,2,0,1,5,3,1,0,0,4,2,9
43105MEM,WAS,Kelly Oubre Jr.,16,6,0,2,0,0,2,5,2,1,0,3,2,1
43105MEM,WAS,Jodie Meeks,9,0,1,0,0,0,0,3,0,2,0,0,0,0
43105MEM,MEM,Marc Gasol,33,17,5,3,0,5,2,15,5,5,2,6,5,11
43105MEM,MEM,Tyreke Evans,32,26,7,3,1,0,3,24,10,10,3,3,3,5
43105MEM,MEM,JaMychal Green,25,11,1,1,0,1,1,6,4,2,2,2,1,5
43105MEM,MEM,Dillon Brooks,17,7,0,2,0,0,3,4,3,2,1,1,0,2
43105MEM,MEM,Wayne Selden,16,4,0,1,0,0,2,7,1,4,1,2,1,1
43105MEM,MEM,James Ennis,34,8,0,1,1,1,1,4,1,1,0,8,6,4
43105MEM,MEM,Mario Chalmers,28,13,3,0,0,0,3,9,4,4,1,4,4,4
43105MEM,MEM,Jarell Martin,20,8,1,1,0,1,3,8,4,0,0,0,0,2
43105MEM,MEM,Brandan Wright,15,0,1,0,2,1,1,2,0,0,0,0,0,9
43105MEM,MEM,Ben McLemore,10,4,1,1,2,0,4,5,2,2,0,0,0,2
43105MEM,MEM,Kobi Simmons,8,2,0,2,0,0,1,2,1,0,0,0,0,0
43105MEM,MEM,Deyonta Davis,3,0,1,1,0,0,1,0,0,0,0,0,0,1
43105POR,ATL,Ersan Ilyasova,27,9,3,0,2,1,1,11,4,4,1,0,0,11
43105POR,ATL,Taurean Prince,25,11,2,2,1,0,3,11,4,4,1,2,2,8
43105POR,ATL,Kent Bazemore,24,7,0,2,0,1,0,9,3,1,0,2,1,0
43105POR,ATL,Dennis SchrÌ_der,23,14,4,4,1,1,1,14,5,4,1,3,3,2
43105POR,ATL,Miles Plumlee,21,4,0,0,0,1,2,2,2,0,0,0,0,2
43105POR,ATL,Isaiah Taylor,22,8,2,2,0,0,3,7,3,1,0,2,2,3
43105POR,ATL,John Collins,22,7,0,3,2,1,3,5,1,2,0,7,5,5
43105POR,ATL,Malcolm Delaney,18,8,2,0,0,0,1,5,2,3,2,2,2,0
43105POR,ATL,Marco Belinelli,18,8,0,2,0,0,1,8,3,3,2,0,0,1
43105POR,ATL,Tyler Cavanaugh,12,2,0,0,0,0,0,2,0,2,0,2,2,2
43105POR,ATL,Tyler Dorsey,11,8,0,0,1,0,0,6,2,1,1,4,3,2
43105POR,ATL,Mike Muscala,8,0,0,0,0,0,0,1,0,0,0,0,0,2
43105POR,ATL,Luke Babbitt,8,3,1,1,0,0,1,2,1,1,0,1,1,1
43105POR,POR,C.J. McCollum,32,20,6,1,3,0,1,13,8,6,4,0,0,4
43105POR,POR,Damian Lillard,29,14,6,4,2,1,2,15,6,6,2,0,0,4
43105POR,POR,Al-Farouq Aminu,28,14,3,1,0,1,1,10,5,6,1,4,3,4
43105POR,POR,Evan Turner,23,10,1,0,0,0,1,5,4,2,2,0,0,4
43105POR,POR,Jusuf Nurkic,23,11,3,1,1,0,2,8,4,0,0,4,3,9
43105POR,POR,Zach Collins,27,4,2,1,1,1,4,4,1,3,1,2,1,6
43105POR,POR,Pat Connaughton,23,11,2,2,1,0,3,6,5,2,1,0,0,3
43105POR,POR,Shabazz Napier,23,9,6,3,2,0,0,5,4,2,1,0,0,0
43105POR,POR,Ed Davis,18,12,1,2,1,1,5,6,5,0,0,2,2,5
43105POR,POR,Noah Vonleh,7,2,0,0,0,0,1,4,0,0,0,2,2,5
43105POR,POR,Jake Layman,7,3,0,0,0,1,0,4,1,3,1,0,0,0
43105LAL,CHA,Kemba Walker,30,19,7,1,4,0,0,17,8,8,3,0,0,2
43105LAL,CHA,Nicolas Batum,28,4,7,2,0,0,0,9,2,4,0,0,0,3
43105LAL,CHA,Dwight Howard,28,15,1,2,0,2,3,11,6,0,0,5,3,10
43105LAL,CHA,Michael Kidd-Gilchrist,22,13,2,0,1,0,1,9,5,0,0,4,3,8
43105LAL,CHA,Marvin Williams,18,16,2,0,0,0,3,9,6,6,4,0,0,5
43105LAL,CHA,Frank Kaminsky,28,12,1,4,1,0,2,14,4,4,2,2,2,5
43105LAL,CHA,Jeremy Lamb,26,17,1,1,1,0,1,13,7,6,2,1,1,5
43105LAL,CHA,Treveon Graham,20,3,2,1,0,0,2,3,1,0,0,2,1,5
43105LAL,CHA,Johnny O'Bryant,17,2,0,2,0,0,2,8,1,1,0,0,0,7
43105LAL,CHA,Michael Carter-Williams,15,7,3,1,3,1,3,3,2,1,1,2,2,2
43105LAL,CHA,Malik Monk,3,0,0,0,0,0,0,2,0,2,0,0,0,0
43105LAL,CHA,Dwayne Bacon,3,0,0,0,0,0,0,1,0,1,0,0,0,2
43105LAL,CHA,Julyan Stone,3,0,0,0,0,0,0,0,0,0,0,0,0,2
43105LAL,LAL,Brandon Ingram,36,22,4,3,0,0,3,18,10,1,1,2,1,14
43105LAL,LAL,Julius Randle,28,15,2,3,0,0,2,9,5,0,0,5,5,10
43105LAL,LAL,Lonzo Ball,27,11,5,1,2,0,2,8,4,7,3,0,0,4
43105LAL,LAL,Kentavious Caldwell-Pope,20,0,0,1,1,0,1,3,0,3,0,0,0,0
43105LAL,LAL,Brook Lopez,19,11,4,1,0,0,1,7,4,6,3,0,0,2
43105LAL,LAL,Kyle Kuzma,26,4,1,3,0,2,3,14,2,6,0,0,0,2
43105LAL,LAL,Josh Hart,23,4,1,1,1,0,2,6,1,4,1,2,1,3
43105LAL,LAL,Jordan Clarkson,19,7,2,2,1,0,1,10,3,5,1,0,0,2
43105LAL,LAL,Larry Nance Jr.,18,8,3,0,1,0,2,8,4,0,0,0,0,4
43105LAL,LAL,Corey Brewer,12,5,0,1,0,1,0,4,2,1,0,2,1,3
43105LAL,LAL,Tyler Ennis,9,5,1,0,1,0,2,5,2,3,0,1,1,1
43105LAL,LAL,Ivica Zubac,3,2,1,0,0,0,0,2,1,0,0,0,0,1
43106LAC,GS,Stephen Curry,30,45,3,2,3,0,2,21,11,16,8,16,15,6
43106LAC,GS,Draymond Green,29,9,7,2,1,0,2,11,4,2,1,3,0,12
43106LAC,GS,Klay Thompson,26,10,3,2,1,1,2,16,4,8,2,0,0,4
43106LAC,GS,Andre Iguodala,23,2,7,2,1,1,1,2,0,0,0,2,2,4
43106LAC,GS,Zaza Pachulia,14,4,0,0,1,0,2,6,2,0,0,0,0,5
43106LAC,GS,Patrick McCaw,22,0,1,0,2,0,2,4,0,3,0,0,0,4
43106LAC,GS,Nick Young,20,11,1,1,2,0,3,11,4,8,2,1,1,4
43106LAC,GS,Jordan Bell,16,3,5,2,0,1,2,3,1,1,0,2,1,6
43106LAC,GS,Omri Casspi,16,8,1,3,0,0,2,6,2,1,0,4,4,3
43106LAC,GS,Kevon Looney,15,4,2,1,0,4,2,1,1,0,0,2,2,2
43106LAC,GS,JaVale McGee,13,11,0,1,0,2,2,5,4,0,0,5,3,4
43106LAC,GS,Shaun Livingston,10,4,1,0,1,1,1,3,2,0,0,0,0,1
43106LAC,GS,David West,8,10,0,0,1,0,2,5,4,0,0,2,2,1
43106LAC,LAC,Sam Dekker,28,9,0,1,1,0,2,11,4,1,0,1,1,4
43106LAC,LAC,Jawun Evans,28,12,7,1,1,0,4,16,5,0,0,3,2,4
43106LAC,LAC,DeAndre Jordan,25,15,1,1,0,1,3,8,5,0,0,7,5,11
43106LAC,LAC,C.J. Williams,22,6,1,1,1,1,1,7,3,3,0,0,0,0
43106LAC,LAC,Blake Griffin,10,5,1,2,0,1,1,2,1,1,0,4,3,2
43106LAC,LAC,Montrezl Harrell,32,9,3,5,0,2,4,9,4,0,0,1,1,10
43106LAC,LAC,Tyrone Wallace,31,13,2,1,3,0,3,12,4,1,1,4,4,3
43106LAC,LAC,Lou Williams,24,23,3,5,1,1,1,14,7,4,2,7,7,2
43106LAC,LAC,Willie Reed,22,9,0,0,0,1,2,6,4,0,0,2,1,6
43106LAC,LAC,Wes Johnson,10,0,0,1,2,0,1,1,0,0,0,0,0,2
43106LAC,LAC,Sindarius Thornwell,7,4,1,0,1,0,3,5,2,1,0,1,0,1
43106BKN,BOS,Kyrie Irving,38,21,4,0,0,1,1,22,8,6,2,4,3,6
43106BKN,BOS,Jaylen Brown,35,4,1,0,0,0,0,8,2,1,0,4,0,5
43106BKN,BOS,Jayson Tatum,32,14,0,1,3,6,2,15,6,2,2,0,0,6
43106BKN,BOS,Marcus Morris,26,8,1,0,0,1,2,8,4,1,0,0,0,4
43106BKN,BOS,Aron Baynes,20,10,1,1,0,1,5,14,5,0,0,0,0,6
43106BKN,BOS,Marcus Smart,29,11,3,2,3,1,2,14,4,5,0,5,3,3
43106BKN,BOS,Daniel Theis,19,8,0,0,1,2,3,6,4,0,0,0,0,10
43106BKN,BOS,Terry Rozier,18,2,2,0,1,0,0,7,1,2,0,0,0,1
43106BKN,BOS,Shane Larkin,15,9,0,0,0,0,1,4,3,1,1,2,2,2
43106BKN,BOS,Semi Ojeleye,7,0,0,0,0,1,1,0,0,0,0,0,0,1
43106BKN,BKN,Spencer Dinwiddie,37,20,3,4,1,0,3,15,7,5,1,5,5,3
43106BKN,BKN,Allen Crabbe,32,9,1,3,0,0,1,11,2,8,2,4,3,5
43106BKN,BKN,DeMarre Carroll,31,10,1,0,0,1,1,12,3,5,2,2,2,7
43106BKN,BKN,Rondae Hollis-Jefferson,28,8,1,0,0,1,1,15,3,2,0,3,2,7
43106BKN,BKN,Tyler Zeller,16,7,2,0,0,3,0,5,3,0,0,2,1,5
43106BKN,BKN,Joe Harris,32,10,2,2,0,1,3,9,4,3,0,2,2,12
43106BKN,BKN,Quincy Acy,20,5,0,1,0,0,1,3,1,2,1,2,2,5
43106BKN,BKN,Nik Stauskas,16,2,0,0,0,1,0,6,1,4,0,0,0,3
43106BKN,BKN,Jahlil Okafor,13,12,0,1,0,2,1,12,5,0,0,2,2,5
43106BKN,BKN,Jarrett Allen,11,0,0,5,1,1,3,0,0,0,0,0,0,3
43106BKN,BKN,Milton Doyle,6,2,1,0,0,1,0,3,1,2,0,0,0,0
43106DET,HOU,Trevor Ariza,35,15,1,0,0,0,2,15,5,9,2,3,3,4
43106DET,HOU,Chris Paul,35,16,13,5,2,0,2,10,5,8,3,3,3,7
43106DET,HOU,Eric Gordon,34,15,7,2,0,0,2,13,6,7,3,0,0,3
43106DET,HOU,Clint Capela,28,14,0,3,0,2,2,15,7,0,0,0,0,11
43106DET,HOU,Ryan Anderson,23,5,2,0,0,0,1,9,2,6,1,0,0,3
43106DET,HOU,Gerald Green,29,15,0,0,0,0,0,14,5,12,4,1,1,3
43106DET,HOU,P.J. Tucker,25,3,3,1,1,0,3,5,1,4,1,0,0,4
43106DET,HOU,Tarik Black,20,13,0,2,0,1,5,6,6,0,0,2,1,6
43106DET,HOU,Briante Weber,11,5,3,0,2,1,3,3,1,1,1,2,2,1
43106DET,DET,Avery Bradley,39,12,3,2,1,0,3,15,5,7,2,0,0,1
43106DET,DET,Eric Moreland,36,8,4,1,2,1,1,5,3,0,0,2,2,8
43106DET,DET,Reggie Bullock,33,14,2,0,0,0,2,6,5,4,3,2,1,2
43106DET,DET,Tobias Harris,33,27,1,0,1,0,0,15,8,6,3,11,8,8
43106DET,DET,Ishmael Smith,26,17,4,0,2,0,2,12,7,1,0,4,3,3
43106DET,DET,Luke Kennard,24,0,3,1,2,0,1,2,0,1,0,0,0,5
43106DET,DET,Dwight Buycks,22,16,2,4,0,1,2,9,5,5,4,2,2,2
43106DET,DET,Anthony Tolliver,15,4,1,0,0,0,2,3,1,1,0,2,2,1
43106DET,DET,Boban Marjanovi€à,12,10,1,3,0,2,2,8,4,0,0,4,2,5
43106IND,CHI,Kris Dunn,28,8,8,4,0,0,2,10,4,2,0,0,0,4
43106IND,CHI,Justin Holiday,27,6,1,2,0,1,0,14,2,9,1,1,1,4
43106IND,CHI,Denzel Valentine,27,13,1,2,2,1,2,10,5,4,3,0,0,5
43106IND,CHI,Lauri Markkanen,25,13,2,2,0,0,2,9,4,6,3,2,2,5
43106IND,CHI,Robin Lopez,20,10,0,2,0,1,1,5,4,0,0,2,2,2
43106IND,CHI,Nikola Miroti€à,23,8,0,1,0,0,1,4,2,3,2,2,2,2
43106IND,CHI,Bobby Portis,22,15,2,1,0,3,1,7,4,2,1,7,6,4
43106IND,CHI,Paul Zipser,21,4,0,2,0,0,2,4,2,1,0,0,0,3
43106IND,CHI,Jerian Grant,20,2,1,0,1,0,1,11,0,4,0,4,2,4
43106IND,CHI,David Nwaba,17,5,0,0,1,0,1,3,2,1,0,2,1,1
43106IND,CHI,Quincy Pondexter,9,2,0,0,0,0,2,3,1,0,0,0,0,1
43106IND,IND,Darren Collison,27,13,2,0,0,0,1,8,4,5,3,2,2,3
43106IND,IND,Victor Oladipo,24,23,9,1,5,0,0,11,9,3,2,4,3,6
43106IND,IND,Thaddeus Young,24,6,2,0,0,1,0,8,3,0,0,0,0,3
43106IND,IND,Damien Wilkins,22,11,1,0,0,1,1,8,3,6,3,2,2,2
43106IND,IND,Myles Turner,20,13,1,3,0,0,4,10,5,3,1,2,2,5
43106IND,IND,Domantas Sabonis,27,22,0,2,0,1,3,12,9,2,1,6,3,5
43106IND,IND,Cory Joseph,26,7,4,1,1,1,2,8,3,2,1,0,0,10
43106IND,IND,Lance Stephenson,24,4,4,2,1,0,4,8,2,3,0,0,0,6
43106IND,IND,Joseph Young,21,11,1,2,2,0,1,6,4,3,1,2,2,2
43106IND,IND,T.J. Leaf,20,15,0,1,0,0,1,6,6,3,3,0,0,6
43106IND,IND,Alex Poythress,5,0,0,0,0,0,2,1,0,1,0,0,0,1
43106ORL,CLE,LeBron James,37,33,9,3,6,1,1,23,12,7,4,7,5,10
43106ORL,CLE,J.R. Smith,29,10,2,1,1,0,2,4,2,2,2,4,4,2
43106ORL,CLE,Kevin Love,28,27,1,0,0,0,5,17,8,12,6,5,5,5
43106ORL,CLE,Jae Crowder,24,2,3,0,2,0,2,7,1,4,0,0,0,4
43106ORL,CLE,Isaiah Thomas,21,19,4,5,0,0,3,13,7,4,2,5,3,2
43106ORL,CLE,Dwyane Wade,25,16,3,2,1,0,2,9,7,0,0,5,2,9
43106ORL,CLE,Jeff Green,22,6,1,1,1,1,3,5,2,1,0,2,2,1
43106ORL,CLE,Tristan Thompson,20,9,1,2,0,0,4,6,4,0,0,3,1,7
43106ORL,CLE,Kyle Korver,20,3,0,3,0,0,3,4,1,3,1,0,0,2
43106ORL,CLE,Cedi Osman,13,6,1,0,0,0,1,6,3,1,0,0,0,3
43106ORL,ORL,Mario Hezonja,39,16,2,4,0,1,4,14,7,7,2,1,0,10
43106ORL,ORL,Evan Fournier,38,18,5,5,0,0,3,14,5,8,4,5,4,1
43106ORL,ORL,Aaron Gordon,32,30,1,4,2,0,6,26,13,8,1,6,3,8
43106ORL,ORL,Bismack Biyombo,28,8,2,1,0,1,3,6,2,0,0,4,4,11
43106ORL,ORL,Elfrid Payton,27,20,5,3,0,0,4,13,8,2,1,4,3,7
43106ORL,ORL,D.J. Augustin,25,9,7,0,1,0,2,7,3,5,2,2,1,1
43106ORL,ORL,Wesley Iwundu,22,12,3,1,2,0,1,7,6,0,0,0,0,5
43106ORL,ORL,Marreese Speights,13,8,2,1,0,0,2,6,3,4,2,0,0,2
43106ORL,ORL,Arron Afflalo,10,6,0,0,0,0,3,4,2,2,2,0,0,1
43106ORL,ORL,Shelvin Mack,7,0,2,0,0,0,0,1,0,1,0,0,0,0
43106WAS,MIL,Khris Middleton,42,20,1,3,1,0,4,14,5,6,2,8,8,5
43106WAS,MIL,Giannis Antetokounmpo,41,34,7,3,2,1,5,17,12,1,1,10,9,12
43106WAS,MIL,John Henson,34,11,2,2,2,2,3,8,5,0,0,2,1,11
43106WAS,MIL,Eric Bledsoe,33,21,4,2,3,1,3,11,6,2,2,8,7,4
43106WAS,MIL,Malcolm Brogdon,32,10,0,2,2,0,2,14,5,4,0,0,0,9
43106WAS,MIL,Tony Snell,32,10,1,0,1,1,4,9,4,7,2,0,0,1
43106WAS,MIL,Matthew Dellavedova,15,0,5,1,0,0,4,2,0,1,0,0,0,1
43106WAS,MIL,Thon Maker,11,4,0,2,0,1,1,5,2,1,0,2,0,2
43106WAS,WAS,Bradley Beal,42,20,1,4,1,2,2,19,7,7,1,7,5,5
43106WAS,WAS,John Wall,42,16,16,6,1,1,2,19,5,2,1,6,5,3
43106WAS,WAS,Marcin Gortat,33,17,1,0,0,3,3,10,7,0,0,6,3,7
43106WAS,WAS,Markieff Morris,32,14,2,0,1,0,4,9,6,0,0,3,2,10
43106WAS,WAS,Kelly Oubre Jr.,31,14,2,0,2,0,4,6,3,5,2,6,6,2
43106WAS,WAS,Mike Scott,16,7,0,2,0,0,5,5,3,2,1,0,0,1
43106WAS,WAS,TomÌÁÅÁ SatoranskÌ_,15,3,1,0,0,0,0,3,1,2,1,0,0,0
43106WAS,WAS,Jodie Meeks,15,6,1,0,0,0,1,3,2,3,2,0,0,1
43106WAS,WAS,Ian Mahinmi,14,6,1,2,1,0,1,4,3,0,0,1,0,5
43106MIN,NO,DeMarcus Cousins,39,23,5,7,0,3,4,11,6,5,2,10,9,15
43106MIN,NO,Anthony Davis,36,16,2,1,1,2,1,12,5,1,0,6,6,9
43106MIN,NO,Jrue Holiday,33,13,3,3,2,0,6,13,6,6,0,2,1,4
43106MIN,NO,E'Twaun Moore,29,8,0,0,0,1,2,9,3,4,0,2,2,4
43106MIN,NO,Rajon Rondo,22,10,3,3,1,0,2,11,5,0,0,0,0,2
43106MIN,NO,Darius Miller,26,9,2,0,0,0,3,9,3,8,3,0,0,1
43106MIN,NO,Dante Cunningham,25,4,0,0,1,0,0,1,1,0,0,2,2,1
43106MIN,NO,Jameer Nelson,18,2,3,1,0,0,0,5,1,2,0,0,0,2
43106MIN,NO,Ian Clark,10,4,2,0,0,0,1,4,1,3,1,1,1,0
43106MIN,NO,Cheick Diallo,4,9,0,0,0,0,0,3,2,0,0,5,5,0
43106MIN,MIN,Karl-Anthony Towns,35,21,3,2,1,1,4,11,7,3,3,4,4,16
43106MIN,MIN,Andrew Wiggins,35,20,2,0,2,3,1,22,9,4,1,1,1,8
43106MIN,MIN,Taj Gibson,34,15,3,1,3,0,2,9,5,1,0,6,5,6
43106MIN,MIN,Tyus Jones,33,10,2,3,1,0,2,9,4,3,0,2,2,3
43106MIN,MIN,Jimmy Butler,32,21,8,2,1,0,0,15,7,2,2,6,5,7
43106MIN,MIN,Gorgui Dieng,21,14,2,0,1,1,4,9,6,2,2,0,0,3
43106MIN,MIN,Jamal Crawford,20,4,5,0,0,0,1,5,1,1,0,2,2,2
43106MIN,MIN,Aaron Brooks,15,5,1,0,0,0,2,6,2,2,1,0,0,1
43106MIN,MIN,Nemanja Bjelica,12,2,0,1,0,0,3,1,1,0,0,0,0,1
43106MIN,MIN,Marcus Georges-Hunt,2,2,0,0,1,0,0,2,1,0,0,0,0,0
43106MIN,MIN,Cole Aldrich,2,2,0,0,0,0,1,1,1,0,0,0,0,0
43106SAC,DEN,Jamal Murray,37,18,0,5,0,2,5,16,7,8,3,1,1,5
43106SAC,DEN,Gary Harris,36,17,3,1,1,0,0,11,6,5,3,2,2,4
43106SAC,DEN,Nikola Joki€à,34,8,10,5,0,0,3,10,3,4,0,2,2,7
43106SAC,DEN,Wilson Chandler,27,7,0,5,0,0,2,6,1,5,1,4,4,6
43106SAC,DEN,Mason Plumlee,17,9,0,1,0,3,4,5,3,0,0,5,3,8
43106SAC,DEN,Trey Lyles,31,19,0,3,0,1,2,11,8,3,2,4,1,9
43106SAC,DEN,Will Barton,30,17,6,4,1,0,1,13,6,5,3,3,2,3
43106SAC,DEN,Malik Beasley,17,3,1,1,0,0,0,2,1,2,1,0,0,3
43106SAC,DEN,Torrey Craig,10,0,0,0,0,0,0,2,0,2,0,0,0,1
43106SAC,SAC,De'Aaron Fox,35,18,7,4,1,0,5,11,6,0,0,8,6,3
